Track name,Artist name,Album name,Spotify ID,Spotify URL,Taste Match,Mood,Local Filename
Exemption,Jan Martin,2018 September,13UfVeRCkCYeFJMImLiRmk,https://open.spotify.com/track/13UfVeRCkCYeFJMImLiRmk,99%,Hypnotic Trance,Jan Martin - Exemption [www.slider.kz].mp3
Exemption (Abstract Vision & Elite Electronic Remix),Jan Martin,2018 September,13UfVeRCkCYeFJMImLiRmk,https://open.spotify.com/track/13UfVeRCkCYeFJMImLiRmk,99%,Hypnotic Trance,Jan Martin - Exemption (Abstract Vision & Elite Electronic Remix) [www.slider.kz].mp3
Exemption (Abstract Vision and Elite Electronic Remix) [Enhanced Progressive],Jan Martin,2018 September,13UfVeRCkCYeFJMImLiRmk,https://open.spotify.com/track/13UfVeRCkCYeFJMImLiRmk,99%,Hypnotic Trance,Jan Martin - Exemption (Abstract Vision and Elite Electronic Remix) [Enhanced Progressive] [www.slider.kz].mp3
Come With Me,Nora En Pure,2017 November,1Ht4NJdY8adMsW540P5vG0,https://open.spotify.com/track/1Ht4NJdY8adMsW540P5vG0,99%,Sunset Deep House,Nora En Pure - Come With Me.mp3
Come With Me (Satin Jackets Remix),Nora En Pure,2017 November,1Ht4NJdY8adMsW540P5vG0,https://open.spotify.com/track/1Ht4NJdY8adMsW540P5vG0,99%,Sunset Deep House,Nora En Pure - Come With Me (Satin Jackets Remix).mp3
Need To Feel Loved (Adam K & Soha Vocal Mix),Reflekt,Root,30cjLreSF4Xq0uAB89i2Ac,https://open.spotify.com/track/30cjLreSF4Xq0uAB89i2Ac,99%,Hypnotic Trance,Reflekt - Need To Feel Loved (Adam K & Soha Vocal Mix) FULL HD.mp3
Need To Feel Loved (Chillion rework),Reflekt,2017 Febuary,30cjLreSF4Xq0uAB89i2Ac,https://open.spotify.com/track/30cjLreSF4Xq0uAB89i2Ac,99%,Hypnotic Trance,Reflekt - Need To Feel Loved (Chillion rework).mp3
Bella Monaco,Rex Mundi,2018 November,6aKtq5pTv4vgvr3X1ypR8U,https://open.spotify.com/track/6aKtq5pTv4vgvr3X1ypR8U,99%,Hypnotic Trance,Rex Mundi - Bella Monaco [www.slider.kz].mp3
Bella Monaco (Original Mix),Rex Mundi,2018 November,6aKtq5pTv4vgvr3X1ypR8U,https://open.spotify.com/track/6aKtq5pTv4vgvr3X1ypR8U,99%,Hypnotic Trance,Rex Mundi  -  Bella Monaco (Original Mix) [www.slider.kz].mp3
Sokana Makana,Vijay & Sofia,2020 July,0ArTTqQ0eRCwiXCcyA46jk,https://open.spotify.com/track/0ArTTqQ0eRCwiXCcyA46jk,99%,Sunset Deep House,Vijay & Sofia - Sokana Makana.mp3
Sokana Makana (Ådå Afro Remix),Vijay & Sofia,2020 July,0ArTTqQ0eRCwiXCcyA46jk,https://open.spotify.com/track/0ArTTqQ0eRCwiXCcyA46jk,99%,Sunset Deep House,Vijay & Sofia - Sokana Makana (Ådå Afro House Remix).mp3
Perfect Strangers,Jonas Blue ft. JP Cooper,2016 December,1BUqLKA2wDKrA5VGNVNo2N,https://open.spotify.com/track/1BUqLKA2wDKrA5VGNVNo2N,97%,Sunset Deep House,Jonas Blue ft. JP Cooper - Perfect Strangers.mp3
jubel--video,Klingande,2016 June,50iiZEZm96c3SLZAhZfXBa,https://open.spotify.com/track/50iiZEZm96c3SLZAhZfXBa,97%,Sunset Deep House,klingande-jubel-official-video-hd[mp3freex].mp3
Till Dawn (feat. Audrey Janssens),Lexer,2017 Febuary,3fus3Mu9Q1KtJoVudfOY7b,https://open.spotify.com/track/3fus3Mu9Q1KtJoVudfOY7b,97%,Sunset Deep House,Lexer - Till Dawn (feat. Audrey Janssens).mp3
6 Days,"Mahmut Orhan, Colonel Bagshot",2018 August,5ilKR6ucV43TXQFLoLVpsb,https://open.spotify.com/track/5ilKR6ucV43TXQFLoLVpsb,97%,Sunset Deep House,"Mahmut Orhan, Colonel Bagshot - 6 Days [www.slider.kz].mp3"
No Man No Cry (Jimmy Sax Version),"Oliver Koletzki, Jimmy Sax",2018 August,426lDtGrejS1wga7gmAmDv,https://open.spotify.com/track/426lDtGrejS1wga7gmAmDv,97%,Sunset Deep House,"Oliver Koletzki, Jimmy Sax - No Man No Cry (Jimmy Sax Version) [www.slider.kz].mp3"
Holdin' On,Pascal Junior,2019 July,0MCZksPtemC2ZTS8yzKnrr,https://open.spotify.com/track/0MCZksPtemC2ZTS8yzKnrr,97%,Sunset Deep House,Pascal Junior - Holdin' On [www.slider.kz].mp3
Sugar (feat. Francesco Yates),Robin Schulz feat. Francesco Yates,2019 July,010pkr75M88nolpgOK3KP0,https://open.spotify.com/track/010pkr75M88nolpgOK3KP0,97%,Sunset Deep House,Robin Schulz feat. Francesco Yates - Sugar (feat. Francesco Yates) [www.slider.kz].mp3
Fast Car ft. River,Tobtok,2016 December,0zYKkOvUgOL8gceY8Eh1Wh,https://open.spotify.com/track/0zYKkOvUgOL8gceY8Eh1Wh,97%,Sunset Deep House,Tobtok - Fast Car ft. River.mp3
imany-vs-syntheticsax-you-will-never-know-ivan-spell-daniel-magre-reboot,Various Artists,2016 November,3hPk3yCkqQBUoxl5RnwiGF,https://open.spotify.com/track/3hPk3yCkqQBUoxl5RnwiGF,97%,Sunset Deep House,imany-vs-syntheticsax-you-will-never-know-ivan-spell-daniel-magre-reboot[mp3freex].mp3
Aleya,Vijay & Sofia,2020 July,3NyGXWv6mBCdXtFZRIDzeq,https://open.spotify.com/track/3NyGXWv6mBCdXtFZRIDzeq,97%,Sunset Deep House,Vijay & Sofia - Aleya.mp3
Aquadrops,Vijay & Sofia,2020 July,5BXWBYrH2eGbAN02whXD7Z,https://open.spotify.com/track/5BXWBYrH2eGbAN02whXD7Z,97%,Sunset Deep House,Vijay & Sofia - Aquadrops.mp3
Breathe,Vijay & Sofia,2020 July,0dwgRdKAQSRhKplopg6aaH,https://open.spotify.com/track/0dwgRdKAQSRhKplopg6aaH,97%,Sunset Deep House,Vijay & Sofia - Breathe.mp3
Hello,Vijay & Sofia,2020 July,3X8QRzvLn2S3xPVg7CmpmU,https://open.spotify.com/track/3X8QRzvLn2S3xPVg7CmpmU,97%,Sunset Deep House,Vijay & Sofia - Hello.mp3
Sunshine,Vijay & Sofia,2020 July,2MWcJ3kfKjfnJ8h8HePT15,https://open.spotify.com/track/2MWcJ3kfKjfnJ8h8HePT15,97%,Sunset Deep House,Vijay & Sofia - Sunshine.mp3
Take Me With You,Vijay & Sofia,2020 July,5zwSfemmqipIz1UXPE0ElM,https://open.spotify.com/track/5zwSfemmqipIz1UXPE0ElM,97%,Sunset Deep House,Vijay & Sofia - Take Me With You.mp3
The Silence Speaks,Vijay & Sofia,2020 July,3isM0GMCzZtZbklWeVYFCu,https://open.spotify.com/track/3isM0GMCzZtZbklWeVYFCu,97%,Sunset Deep House,Vijay & Sofia - The Silence Speaks.mp3
Jai Ho! (You Are My Destiny),"A.R. Rahman, The Pussycat Dolls feat. Nicole Scherzinger",2018 August,7Kpqjspw4Y7HrvItIRcBiW,https://open.spotify.com/track/7Kpqjspw4Y7HrvItIRcBiW,96%,Desi Soul & Sufi,"A.R. Rahman, The Pussycat Dolls feat. Nicole Scherzinger - Jai Ho! (You Are My Destiny) [www.slider.kz].mp3"
Fantasy (Felix Jaehn Remix),Alina Baraz,2020 April,20YOJ81BuTLbLcBCYnFmQ1,https://open.spotify.com/track/20YOJ81BuTLbLcBCYnFmQ1,96%,Sunset Deep House,Alina Baraz - Fantasy (Felix Jaehn Remix).mp3
She Moves (Mi Ka Remix),Alle Farben,2017 March,6ggAYREO7PlFwI2vbOG3dp,https://open.spotify.com/track/6ggAYREO7PlFwI2vbOG3dp,96%,Sunset Deep House,Alle Farben - She Moves (Mi Ka Remix).mp3
Ecstasy,ATB feat. Tiff Lacey,2018 September,2E09FnAzgoLEw8RzEJEEy9,https://open.spotify.com/track/2E09FnAzgoLEw8RzEJEEy9,96%,Hypnotic Trance,ATB feat. Tiff Lacey - Ecstasy  [www.slider.kz].mp3
Dream (Original Mix),Autograf,2017 March,1RggBIp7p6x0lShTp2KvWp,https://open.spotify.com/track/1RggBIp7p6x0lShTp2KvWp,96%,Sunset Deep House,Autograf - Dream (Original Mix).mp3
Broken Arrows,Avicii,2020 April,260jSxvzkFt71ksvkcy2ke,https://open.spotify.com/track/260jSxvzkFt71ksvkcy2ke,96%,Gym / High Energy,Avicii - Broken Arrows.mp3
Levels (Radio Edit),Avicii,2018 August,6Xe9wT5xeZETPwtaP2ynUz,https://open.spotify.com/track/6Xe9wT5xeZETPwtaP2ynUz,96%,Gym / High Energy,Avicii - Levels (Radio Edit) [www.slider.kz].mp3
Lonely Together,Avicii,2017 December,75NhhYjHO43mvZgYtnXgti,https://open.spotify.com/track/75NhhYjHO43mvZgYtnXgti,96%,Gym / High Energy,Avicii - Lonely Together.mp3
The Nights,Avicii,2018 August,0ct6r3EGTcMLPtrXHDvVjc,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc,96%,Gym / High Energy,Avicii - The Nights [www.slider.kz].mp3
Waiting For Love (original),Avicii,2018 August,2P4OICZRVAQcYAV2JReRfj,https://open.spotify.com/track/2P4OICZRVAQcYAV2JReRfj,96%,Gym / High Energy,Avicii - Waiting For Love (original) [www.slider.kz].mp3
You Make Me,Avicii,2017 December,52RK8UVEDgUAgpecOpTQM3,https://open.spotify.com/track/52RK8UVEDgUAgpecOpTQM3,96%,Gym / High Energy,Avicii - You Make Me.mp3
Something New (Robin Schulz Remix),Axwell Λ Ingrosso,2017 Febuary,5C4NMi4fPpdFPnMZVsyG8H,https://open.spotify.com/track/5C4NMi4fPpdFPnMZVsyG8H,96%,Sunset Deep House,Axwell Λ Ingrosso - Something New (Robin Schulz Remix).mp3
Without You (Jon Bach Remix),Blood Groove & Kikis,2018 December,12SaLeLIHGo68hMDW4HzIp,https://open.spotify.com/track/12SaLeLIHGo68hMDW4HzIp,96%,Sunset Deep House,Blood Groove & Kikis - Without You (Jon Bach Remix) [www.slider.kz].mp3
One Kiss,Calvin Harris & Dua Lipa,2018 June,5K4ihcq7sw3imhegdvz5gU,https://open.spotify.com/track/5K4ihcq7sw3imhegdvz5gU,96%,Gym / High Energy,03 - Calvin Harris & Dua Lipa - One Kiss.mp3
Lone Digger,Caravan Palace,2020 May,1TAC5SANfK7l6wGHtUQ7MX,https://open.spotify.com/track/1TAC5SANfK7l6wGHtUQ7MX,96%,Gym / High Energy,Caravan Palace - Lone Digger.mp3
Window Shopper,Cent,2020 July,3hwwIr2pcL2IWBpEUj5Hya,https://open.spotify.com/track/3hwwIr2pcL2IWBpEUj5Hya,96%,Gym / High Energy,50 Cent - Window Shopper.mp3
Follow (Lizot Remix),Charming Horses ft. Jona Bird,2017 March,1R0240tvMsvpsa9coStGgP,https://open.spotify.com/track/1R0240tvMsvpsa9coStGgP,96%,Sunset Deep House,Charming Horses ft. Jona Bird - Follow (Lizot Remix).mp3
Starlight (Blood Groove & Kikis Remix),Claes Rosen,2019 January,00P5cJ8I9pNKkWXtHm6BDK,https://open.spotify.com/track/00P5cJ8I9pNKkWXtHm6BDK,96%,Sunset Deep House,Claes Rosen - Starlight (Blood Groove & Kikis Remix) [www.slider.kz].mp3
Gasolina,Daddy Yankee,2018 August,7hwk1C0AlOV27IWhAANBo1,https://open.spotify.com/track/7hwk1C0AlOV27IWhAANBo1,96%,Gym / High Energy,014 - Daddy Yankee - Gasolina.mp3
Rompe,Daddy Yankee,2018 August,4Xtlw8oXkIOvzV7crUBKeZ,https://open.spotify.com/track/4Xtlw8oXkIOvzV7crUBKeZ,96%,Gym / High Energy,Daddy Yankee - Rompe .mp3
Saade Dil Te Chhuriyan Chaliyan,Daler Mehndi,2020 October,4MmlE62E59WSZtH90Kbu5C,https://open.spotify.com/track/4MmlE62E59WSZtH90Kbu5C,96%,Desi Soul & Sufi,Daler Mehndi - Saade Dil Te Chhuriyan Chaliyan.mp3
Moving Right (Juloboy Remix) [Media Blackout],Dana Jean Phoenix & Medsound,2018 August,1KemfAFRxQOBJ00AEuLzhg,https://open.spotify.com/track/1KemfAFRxQOBJ00AEuLzhg,96%,Sunset Deep House,Dana Jean Phoenix & Medsound - Moving Right (Juloboy Remix) [Media Blackout].mp3
Titanium (feat. Sia),David Guetta feat. Sia,2018 August,004cm4dIZxfnXp5nBUv5TS,https://open.spotify.com/track/004cm4dIZxfnXp5nBUv5TS,96%,Gym / High Energy,David Guetta feat. Sia - Titanium (feat. Sia) [www.slider.kz].mp3
The Veldt ( Kasual Edit),Deadmau5,2017 May,1GD5ooLHgV9nolrem1DBiB,https://open.spotify.com/track/1GD5ooLHgV9nolrem1DBiB,96%,Hypnotic Trance,Deadmau5 - The Veldt ( Kasual Edit).mp3
Gotta Tell You (Original Mix) - Lion Bar,"Deepjack, Mr.Nu",2017 Febuary,2NHSYwGkAvPHzCinY0KwXo,https://open.spotify.com/track/2NHSYwGkAvPHzCinY0KwXo,96%,Sunset Deep House,"Deepjack, Mr.Nu - Gotta Tell You (Original Mix) - Lion Bar -.mp3"
Jolene (GAMPER & DADONI Remix),Dolly Parton,2016 June,6XzM8wBEznCteSOdeHMyTE,https://open.spotify.com/track/6XzM8wBEznCteSOdeHMyTE,96%,Sunset Deep House,Dolly Parton - Jolene (GAMPER & DADONI Remix).mp3
Promises,Dubdogz,2020 April,1mM7gIijwtto0tUNvEyksB,https://open.spotify.com/track/1mM7gIijwtto0tUNvEyksB,96%,Gym / High Energy,Dubdogz - Promises.mp3
Lost In You (Blood Groove & Kikis Remix),Dusky feat. Janai,2019 January,3wv4SOSBnYo7vziDu25SzV,https://open.spotify.com/track/3wv4SOSBnYo7vziDu25SzV,96%,Sunset Deep House,Dusky feat. Janai - Lost In You (Blood Groove & Kikis Remix) [www.slider.kz].mp3
In My Memory (Blood Groove & Kikis Remix),EDU & Susie Ledge,2019 January,0fbmUp2FNhFGqTZvm71y6t,https://open.spotify.com/track/0fbmUp2FNhFGqTZvm71y6t,96%,Sunset Deep House,EDU & Susie Ledge - In My Memory (Blood Groove & Kikis Remix).mp3
Goodbye Feat. Lyse (Alex Schulz Remix),Feder Feat. Lyse,2017 March,28LzmRnsiidhiBBUvdi6Aj,https://open.spotify.com/track/28LzmRnsiidhiBBUvdi6Aj,96%,Sunset Deep House,Feder Feat. Lyse - Goodbye Feat. Lyse (Alex Schulz Remix).mp3
Believers (Blood Groove & Kikis Remix),Fresh Produce,2019 January,3cWD4SwoytQnAKKxXExBRM,https://open.spotify.com/track/3cWD4SwoytQnAKKxXExBRM,96%,Sunset Deep House,Fresh Produce - Believers (Blood Groove & Kikis Remix) [www.slider.kz].mp3
Klanga (De Hofnar Remix),Gostan,2016 December,1RMXNaUZ8AdmANVYyNjNum,https://open.spotify.com/track/1RMXNaUZ8AdmANVYyNjNum,96%,Sunset Deep House,Gostan - Klanga (De Hofnar Remix).mp3
Klanga (Henri Pfr Remix),Gostan,2016 December,1RMXNaUZ8AdmANVYyNjNum,https://open.spotify.com/track/1RMXNaUZ8AdmANVYyNjNum,96%,Sunset Deep House,Gostan - Klanga (Henri Pfr Remix).mp3
Don't Be So Shy (Filatov & Karas Remix)( Viduta Bootleg ),Imany,2018 September,3fd4XsfabB2aPXGKywbM21,https://open.spotify.com/track/3fd4XsfabB2aPXGKywbM21,96%,Sunset Deep House,Imany - Don't Be So Shy (Filatov & Karas Remix)( Viduta Bootleg ).mp3
Hold Me Down,Jan Martin,2020 October,0RPOLKYY5KU20jVGOyFKx2,https://open.spotify.com/track/0RPOLKYY5KU20jVGOyFKx2,96%,Hypnotic Trance,Jan Martin - Hold Me Down.mp3
Jubin Nautiyal - Palak Muchhal,Kaabil Hoon,2017 November,7ihzht5YbmiyJXhnhQCHWR,https://open.spotify.com/track/7ihzht5YbmiyJXhnhQCHWR,96%,Desi Soul & Sufi,Kaabil Hoon (320 Kbps) - Jubin Nautiyal - Palak Muchhal.mp3
Tauba Tauba,Kailash Kher,2020 October,5nLnhHK9MUN7rhrFZNvnJe,https://open.spotify.com/track/5nLnhHK9MUN7rhrFZNvnJe,96%,Desi Soul & Sufi,Kailash Kher - Tauba Tauba.mp3
Candy (Original Mix) RA,Kungs feat. Jasmine Thompson,2017 Febuary,3c8iiZGfEammKJuWTErE5x,https://open.spotify.com/track/3c8iiZGfEammKJuWTErE5x,96%,Sunset Deep House,Kungs feat. Jasmine Thompson - Candy (Original Mix) RA.mp3
Boardwalks (Sonny Alven Remix),Little May,2017 Febuary,5z16txnOAgiPxxV2Qb8YlO,https://open.spotify.com/track/5z16txnOAgiPxxV2Qb8YlO,96%,Sunset Deep House,Little May - Boardwalks (Sonny Alven Remix).mp3
Arjit Singh - Neha Kakkar,Main Tera Boyfriend,2017 November,0bElUnqWc9qri7bCIPG5eZ,https://open.spotify.com/track/0bElUnqWc9qri7bCIPG5eZ,96%,Desi Soul & Sufi,Main Tera Boyfriend @ IndiaMp3.Com - Arjit Singh - Neha Kakkar.mp3
Our Home (Vince Forwards Remix),Mark & Lukas,2020 October,3B06OO0Lgise2fSXhOl6ri,https://open.spotify.com/track/3B06OO0Lgise2fSXhOl6ri,96%,Sunset Deep House,Mark & Lukas - Our Home (Vince Forwards Remix).mp3
Together [Anton Ishutin Remix] DI,Moe Turk,2019 July,2dScQNl2aWvCHqkZEhbWNd,https://open.spotify.com/track/2dScQNl2aWvCHqkZEhbWNd,96%,Sunset Deep House,Moe Turk - Together [Anton Ishutin Remix] DI [www.slider.kz].mp3
The Cornerstone (nick Remix),Nikko Culture,2018 September,6R4wp6VLIhgXBt6xIPbHhZ,https://open.spotify.com/track/6R4wp6VLIhgXBt6xIPbHhZ,96%,Sunset Deep House,Nikko Culture  - The Cornerstone (Housenick Remix) [www.slider.kz].mp3
Miss Mood (Satin Jackets Remix),Novika,2017 November,1uGCIOWwJYrI9ODZZOQ6HO,https://open.spotify.com/track/1uGCIOWwJYrI9ODZZOQ6HO,96%,Sunset Deep House,Novika - Miss Mood (Satin Jackets Remix).mp3
Around The Fire (Laykkah Relax Remix),Ofenbach,2018 September,1q3GQX1a1VUd7qBtrNsctg,https://open.spotify.com/track/1q3GQX1a1VUd7qBtrNsctg,96%,Sunset Deep House,Ofenbach - Around The Fire (Laykkah Relax Remix) [www.slider.kz].mp3
Pushing On,Oliver $,2020 May,2xO5HHSZq0LwWRNqtDKhFo,https://open.spotify.com/track/2xO5HHSZq0LwWRNqtDKhFo,96%,Gym / High Energy,Oliver $ - Pushing On.mp3
Ahista,Pankaj Udhas,2020 October,3GIxNehfNB1vsDCTWBoGiU,https://open.spotify.com/track/3GIxNehfNB1vsDCTWBoGiU,96%,Desi Soul & Sufi,Pankaj Udhas - Ahista.mp3
Gone (Vijay & Sofia Zlatko Remix),Patrick Baker,2017 March,5gs50EsDAWfxLjr5no47jd,https://open.spotify.com/track/5gs50EsDAWfxLjr5no47jd,96%,Sunset Deep House,Patrick Baker - Gone (Vijay & Sofia Zlatko Remix).mp3
Arijit Singh - Shashaa Tirupati,Phir Bhi Tumko Chaahunga,2017 November,2SVwrS1emTCTQG5k42361f,https://open.spotify.com/track/2SVwrS1emTCTQG5k42361f,96%,Desi Soul & Sufi,Phir Bhi Tumko Chaahunga (128 Kbps) - Arijit Singh - Shashaa Tirupati.mp3
Kuaga (Sonny Alven Remix),Pierce Fulton,2017 March,0jVjBo2LkUy50FYODALvrA,https://open.spotify.com/track/0jVjBo2LkUy50FYODALvrA,96%,Sunset Deep House,Pierce Fulton  - Kuaga (Sonny Alven Remix).mp3
Loving You,Pryda,2017 November,3ivn6JLGUbrFbhETQ4oikh,https://open.spotify.com/track/3ivn6JLGUbrFbhETQ4oikh,96%,Hypnotic Trance,Pryda - Loving You .mp3
Night Breed,Pryda,2018 September,1lMEhRiT5Q1VSZOxZhuauo,https://open.spotify.com/track/1lMEhRiT5Q1VSZOxZhuauo,96%,Hypnotic Trance,Pryda - Night Breed.mp3
Good Day (Blood Groove & Kikis Remix),Purple Cocktail & V.Ray,2019 January,7HwV62H6nuYbz7S7LVnGbO,https://open.spotify.com/track/7HwV62H6nuYbz7S7LVnGbO,96%,Sunset Deep House,Purple Cocktail & V.Ray - Good Day (Blood Groove & Kikis Remix) [www.slider.kz].mp3
We Found Love ft. Calvin Harris,Rihanna,2017 April,2C7GTQqS60jTWFWAQY45js,https://open.spotify.com/track/2C7GTQqS60jTWFWAQY45js,96%,Gym / High Energy,Rihanna  - We Found Love ft. Calvin Harris.mp3
Summer On You (Original Mix),Sam Feldt x Lucas & Steve feat. Wulf,2016 December,0o8PAzsSLDa4MVQJixGVty,https://open.spotify.com/track/0o8PAzsSLDa4MVQJixGVty,96%,Sunset Deep House,Sam Feldt x Lucas & Steve feat. Wulf - Summer On You (Original Mix).mp3
Summer Nights (Radio Mix) [EERS],Scheinizzl & Chroph ft. David Lageder,2017 March,34cA8s7U6ATzNMDyrCX0Bx,https://open.spotify.com/track/34cA8s7U6ATzNMDyrCX0Bx,96%,Sunset Deep House,Scheinizzl & Chroph ft. David Lageder - Summer Nights (Radio Mix) [EERS] .mp3
Bloodflows (Sonny Alven Remix),SOHN,2017 Febuary,6I3aXlhgyCOaQlVBph51qU,https://open.spotify.com/track/6I3aXlhgyCOaQlVBph51qU,96%,Sunset Deep House,SOHN - Bloodflows (Sonny Alven Remix).mp3
2 Roads (Blood Groove & Kikis Remix),Trebland,2019 January,0ILBAAJpeHdgpHotSq3cu5,https://open.spotify.com/track/0ILBAAJpeHdgpHotSq3cu5,96%,Sunset Deep House,Trebland - 2 Roads (Blood Groove & Kikis Remix) [www.slider.kz].mp3
Stars (feat. Tania Zygar),Vijay & Sofia,2020 July,7sH6HGCK9qgHjrx0KFnwlG,https://open.spotify.com/track/7sH6HGCK9qgHjrx0KFnwlG,96%,Sunset Deep House,Vijay & Sofia - Stars (feat. Tania Zygar).mp3
Stay The Night (Featuring Hayley Williams Of Paramore),Zedd feat. Hayley Williams,2018 August,4bT2zLVv2T4GiK9q9KtI0v,https://open.spotify.com/track/4bT2zLVv2T4GiK9q9KtI0v,96%,Gym / High Energy,Zedd feat. Hayley Williams - Stay The Night (Featuring Hayley Williams Of Paramore) [www.slider.kz].mp3
Tangled Vine (Jesse Javan Remix),[TRLF] Andreas Moe,2017 March,0NL2M63Em2rH5PD8idftkm,https://open.spotify.com/track/0NL2M63Em2rH5PD8idftkm,95%,Gym / High Energy,[TRLF] Andreas Moe - Tangled Vine (Jesse Javan Remix).mp3
Passion (Original Mix),Aleksey Yakovlev & Cloudive,2020 October,2cod0JNBzF6ryxRCCmWGqA,https://open.spotify.com/track/2cod0JNBzF6ryxRCCmWGqA,95%,Hypnotic Trance,Aleksey Yakovlev & Cloudive - Passion (Original Mix).mp3
Turn It Around (Original Mix),Alena,2016 December,1Y7ttvLqOOOC4cGnzKQL3J,https://open.spotify.com/track/1Y7ttvLqOOOC4cGnzKQL3J,95%,Gym / High Energy,Alena - Turn It Around (Original Mix).mp3
A New Beginning (original mix),Alex H,2018 December,0KmtdtrRxtwPsAZ4qRQF4P,https://open.spotify.com/track/0KmtdtrRxtwPsAZ4qRQF4P,95%,Hypnotic Trance,Alex H - A New Beginning (original mix) [www.slider.kz].mp3
Angel of the North,Alex H,2020 October,0jVKrZbbzCeiyzKj3xH0o6,https://open.spotify.com/track/0jVKrZbbzCeiyzKj3xH0o6,95%,Hypnotic Trance,Alex H - Angel of the North.mp3
Auf Wiedersehen (Original Mix),Alex H,2018 December,1JpbwMXGLY8o4NuvxLVh3B,https://open.spotify.com/track/1JpbwMXGLY8o4NuvxLVh3B,95%,Hypnotic Trance,Alex H - Auf Wiedersehen (Original Mix) [www.slider.kz].mp3
In Common (Jako Diaz Remix),Alicia Keys,2019 July,45gbor15xy5IXj2P5oXQNf,https://open.spotify.com/track/45gbor15xy5IXj2P5oXQNf,95%,Gym / High Energy,Alicia Keys - In Common (Jako Diaz Remix) [www.slider.kz].mp3
Blossom (Extended Mix),Alpha 9,2020 May,62BXx06p8PlxP9WlR6otS4,https://open.spotify.com/track/62BXx06p8PlxP9WlR6otS4,95%,Hypnotic Trance,Alpha 9 - Blossom (Extended Mix).mp3
Lily (CC533),Alpha 9,2020 May,60H45mR1HTEyAloAuBQ21x,https://open.spotify.com/track/60H45mR1HTEyAloAuBQ21x,95%,Hypnotic Trance,Alpha 9 - Lily (CC533).mp3
The Night Is Ours,Alpha 9,2020 May,4pElBNn0tiwxxTz2sntX5a,https://open.spotify.com/track/4pElBNn0tiwxxTz2sntX5a,95%,Hypnotic Trance,Alpha 9 - The Night Is Ours.mp3
You Bring Me Joy (Chris Karpas Remix),Amelia Lily,2017 Febuary,39iTGaqVWf5U33Diug1oG0,https://open.spotify.com/track/39iTGaqVWf5U33Diug1oG0,95%,Gym / High Energy,Amelia Lily - You Bring Me Joy (Chris Karpas Remix).mp3
In And Out Of Love (Lost Frequencies Remix),Armin van Buuren ft. Sharon den Adel,2017 March,1FzbOPWCZiNxnLjAhY1jAR,https://open.spotify.com/track/1FzbOPWCZiNxnLjAhY1jAR,95%,Hypnotic Trance,Armin van Buuren ft. Sharon den Adel - In And Out Of Love (Lost Frequencies Remix).mp3
Must Be The Love (Original Mix),"Arty, Nadia Ali & BT",Root,0EszN5bMG6yBcPNIg743Sm,https://open.spotify.com/track/0EszN5bMG6yBcPNIg743Sm,95%,Hypnotic Trance,"Arty, Nadia Ali & BT - Must Be The Love (Original Mix).mp3"
Must Be The Love (Radio Edit),"Arty, Nadia Ali & BT",2020 May,0EszN5bMG6yBcPNIg743Sm,https://open.spotify.com/track/0EszN5bMG6yBcPNIg743Sm,95%,Hypnotic Trance,"Arty, Nadia Ali & BT - Must Be The Love (Radio Edit).mp3"
Talk (Jerry Folk Remix),Atlas Bound,2017 March,3ez9vaqwG32N8bMwh5j9xS,https://open.spotify.com/track/3ez9vaqwG32N8bMwh5j9xS,95%,Gym / High Energy,Atlas Bound - Talk (Jerry Folk Remix).mp3
Saffire (Original Mix]),Biologik,2020 April,2unVFVEHSenwJqtSMnKhF0,https://open.spotify.com/track/2unVFVEHSenwJqtSMnKhF0,95%,Hypnotic Trance,Biologik - Saffire (Original Mix].mp3
Stories (Verve Dub Mix]),Biologik,2020 April,13QiSxAB3ITHlrywpxhSsr,https://open.spotify.com/track/13QiSxAB3ITHlrywpxhSsr,95%,Hypnotic Trance,Biologik - Stories (Verve Dub Mix].mp3
Diamond Beach (Original Mix),Blend,2017 May,04TJBpYbbr2lh582xeUmz6,https://open.spotify.com/track/04TJBpYbbr2lh582xeUmz6,95%,Gym / High Energy,Blend - Diamond Beach (Original Mix).mp3
Sub Pielea Mea (Midi Culture Remix),Carla's Dreams,2018 August,2oQh2s9ZM1Pp0EDViQsOq8,https://open.spotify.com/track/2oQh2s9ZM1Pp0EDViQsOq8,95%,Gym / High Energy,Carla's Dreams - Sub Pielea Mea (Midi Culture Remix) [www.slider.kz].mp3
MiddleDistanceRunner (Mihell & Pinkfinger Remix),Chicane,2016 June,38W1IohVo9EB2gaGIozGig,https://open.spotify.com/track/38W1IohVo9EB2gaGIozGig,95%,Hypnotic Trance,Chicane - MiddleDistanceRunner (Mihell & Pinkfinger Remix).mp3
midnight-urban-contact-remix,Coldplay,2016 June,4YnmQG1fnJR9LnTZtix70T,https://open.spotify.com/track/4YnmQG1fnJR9LnTZtix70T,95%,Gym / High Energy,coldplay-midnight-urban-contact-remix[mp3freex].mp3
What's the Altitude (She Wants Revenge Remix) [feat. Hymnal],Cut Chemist,2020 April,3XT7cOVsRYUeD6r75QsO6r,https://open.spotify.com/track/3XT7cOVsRYUeD6r75QsO6r,95%,Gym / High Energy,Cut Chemist - What's the Altitude (She Wants Revenge Remix) [feat. Hymnal].mp3
